t,x1,x2
0.0,-1,3
0.01,-1.1506699377240988,2.7932647669371575
0.02,-1.2925458310168365,2.599008699651391
0.03,-1.4261317929520516,2.4164928801138976
0.04,-1.551901927216824,2.245022299852083
0.05,-1.6703021108837568,2.0839432511619114
0.06,-1.7817516712622334,1.9326408733170921
0.07,-1.8866449631217628,1.7905368445662375
0.08,-1.9853528522066406,1.6570872112562345
0.09,-2.0782241106094705,1.5317803459347097
0.1,-2.1655867292402986,1.4141350267685104
0.11,-2.2477491523169886,1.3036986310704115
0.12,-2.3250014385098114,1.2000454361544983
0.13,-2.3976163530979644,1.1027750211434753
0.14,-2.4658503952368327,1.0115107637300063
0.15,-2.529944764191273,0.9258984262505546
0.16,-2.5901262681611525,0.8456048257653672
0.17,-2.646608179109928,0.7703165831535213
0.18,-2.6995910368043954,0.6997389465284835
0.19,-2.749263405083154,0.6335946845585531
0.2,-2.7958025831920192,0.5716230455389092
0.21,-2.8393752748560157,0.5135787783087373
0.22,-2.880138217598956,0.4592312113390165
0.23,-2.9182387746724223,0.4083633865348525
0.24,-2.9538154918156576,0.3607712445015849
0.25,-2.9869986209358674,0.31626285821703376
0.26,-3.0179106126743056,0.2746577122339165
0.27,-3.046666579706739,0.23578602470733556
0.28,-3.073374732517057,0.19948810970295788
0.29,-3.0981367892794855,0.1656137773926757
0.3,-3.1210483613876985,0.13402176988672773
0.31,-3.1421993160777255,0.10457923058500043
0.32,-3.1616741175055822,0.07716120505602297
0.33,-3.1795521475597037,0.051650171570491524
0.34,-3.195908007612198,0.027935599527448167
0.35000000000000003,-3.210811802341408,0.0059135341159197025
0.36,-3.224329406690982,-0.014513794346719738
0.37,-3.236522716967366,-0.03343833786578822
0.38,-3.247449887018109,-0.050946576388756354
0.39,-3.2571655503773718,-0.06711984289021503
0.4,-3.2657210292123766,-0.0820346291423727
0.41000000000000003,-3.2731645308549955,-0.0957628733186193
0.42,-3.27954133265608,-0.1083722305095141
0.43,-3.2848939558563215,-0.11992632716642737
0.44,-3.289262329126196,-0.13048500042774702
0.45,-3.2926839423887926,-0.14010452322582703
0.46,-3.2951939915028463,-0.14883781601949111
0.47000000000000003,-3.2968255143490004,-0.1567346459467113
0.48,-3.297609518830057,-0.1638418141448709
0.49,-3.297575103265632,-0.1702033319416142
0.5,-3.296749569633087,-0.17586058657751874
0.51,-3.2951585300797572,-0.1808524970825386
0.52,-3.2928260071062585,-0.18521566089121605
0.53,-3.289774527796882,-0.18898449174690174
0.54,-3.2860252124507627,-0.1921913494125321
0.55,-3.281597857946489,-0.19486666167476355
0.56,-3.2765110161530524,-0.19703903909934023
0.5700000000000001,-3.270782067681448,-0.19873538296836887
0.58,-3.264427291253756,-0.19998098680458543
0.59,-3.2574619289500752,-0.20079963186363192
0.6,-3.249900247578221,-0.20121367695272344
0.61,-3.2417555963965463,-0.20124414291279336
0.62,-3.233040461406553,-0.20091079208117651
0.63,-3.223766516419091,-0.2002322030330536
0.64,-3.213944671085841,-0.19922584088216072
0.65,-3.2035851160763738,-0.1979081234046023
0.66,-3.1926973655703805,-0.19629448323393092
0.67,-3.1812902972245802,-0.1943994263609128
0.68,-3.1693721897643465,-0.19223658715752923
0.6900000000000001,-3.156950758341172,-0.1898187801317205
0.7000000000000001,-3.1440331877887027,-0.1871580486071098
0.71,-3.130626163902204,-0.18426571051040358
0.72,-3.116735902858877,-0.1811524014383106
0.73,-3.1023681788894906,-0.17782811516561262
0.74,-3.0875283503052215,-0.1743022417464157
0.75,-3.0722213839774164,-0.1705836033515793
0.76,-3.056451878362197,-0.16668048797682358
0.77,-3.0402240851563587,-0.16260068114802537
0.78,-3.023541929665882,-0.15835149574269552
0.79,-3.006409029963539,-0.1539398000395616
0.8,-2.988828714907537,-0.14937204410152988
0.81,-2.9708040410888725,-0.1446542845910454
0.8200000000000001,-2.9523378087710332,-0.13979220811098664
0.8300000000000001,-2.933432576881917,-0.13479115315869702
0.84,-2.914090677114282,-0.12965613077555124
0.85,-2.8943142271876803,-0.12439184396955891
0.86,-2.8741051433217017,-0.11900270598390272
0.87,-2.8534651519673764,-0.113492857479978
0.88,-2.832395800840813,-0.10786618269942627
0.89,-2.8108984693005272,-0.10212632466582386
0.9,-2.788974378107447,-0.09627669948308254
0.91,-2.7666245986042783,-0.09032050978422927
0.92,-2.7438500613487133,-0.08426075738104337
0.93,-2.7206515642329414,-0.07810025516203063
0.9400000000000001,-2.6970297801199714,-0.07184163828339284
0.9500000000000001,-2.6729852640254763,-0.06548737469499775
0.96,-2.6485184598721547,-0.05903977504085916
0.97,-2.6236297068420105,-0.05250100197128904
0.98,-2.5983192453504307,-0.04587307890167602
0.99,-2.572587222664538,-0.03915789825076767
1.0,-2.546433698186938,-0.032357229189380415
